Company,Role,Experience Level (Years),Salary (INR in LPA)
HCL,Operations Analyst,5-7,8.7
IBM,Data Analyst,7+,12.4
EY,Financial Analyst,3-5,7.7
ZS Associates,Financial Analyst,0-1,4.9
Genpact,Financial Analyst,3-5,8.1
Genpact,Business Analyst,3-5,7.4
IBM,Financial Analyst,1-2,5.6
McKinsey,Marketing Analyst,7+,9.9
IBM,Operations Analyst,2-3,5.1
Genpact,Operations Analyst,7+,10
EY,Marketing Analyst,3-5,7.1
Accenture,Marketing Analyst,5-7,9
KPMG,Financial Analyst,7+,12.3
PwC,Business Analyst,5-7,10.9
Infosys,Financial Analyst,2-3,7.5
Accenture,Financial Analyst,1-2,6.1
PwC,Marketing Analyst,2-3,6
IBM,Data Analyst,2-3,5.4
Infosys,Operations Analyst,5-7,7.9
Cognizant,Marketing Analyst,0-1,3.9
EY,Operations Analyst,1-2,4.5
PwC,Data Analyst,5-7,10.9
TCS,Marketing Analyst,7+,11.1
HCL,Financial Analyst,1-2,5.2
Genpact,Data Analyst,1-2,5
Cognizant,Marketing Analyst,0-1,4
Cognizant,Marketing Analyst,7+,11.2
Cognizant,Operations Analyst,3-5,7.4
PwC,Operations Analyst,5-7,8.3
Capgemini,Operations Analyst,0-1,4.2
EY,Business Analyst,1-2,5.6
PwC,Operations Analyst,3-5,6.8
EY,Financial Analyst,2-3,5.9
EY,Marketing Analyst,2-3,5.8
Cognizant,Marketing Analyst,2-3,6.4
PwC,Marketing Analyst,5-7,8.3
KPMG,Data Analyst,3-5,8.1
EY,Financial Analyst,2-3,6.3
McKinsey,Financial Analyst,5-7,10
Genpact,Data Analyst,0-1,4.3
HCL,Operations Analyst,7+,10.3
Accenture,Business Analyst,0-1,4.9
KPMG,Financial Analyst,5-7,10
HCL,Marketing Analyst,2-3,6.1
Genpact,Business Analyst,0-1,4.5
Deloitte,Business Analyst,0-1,5.4
TCS,Marketing Analyst,1-2,4.3
Accenture,Data Analyst,0-1,4.6
PwC,Business Analyst,2-3,6.3
McKinsey,Marketing Analyst,1-2,5
EY,Data Analyst,7+,11.7
Infosys,Marketing Analyst,5-7,8
Capgemini,Financial Analyst,0-1,4.2
TCS,Business Analyst,0-1,5.7
Wipro,Financial Analyst,7+,12.3
EY,Data Analyst,3-5,8.2
Genpact,Business Analyst,7+,13.3
McKinsey,Financial Analyst,1-2,5.4
ZS Associates,Financial Analyst,1-2,5.1
IBM,Operations Analyst,2-3,6
Cognizant,Marketing Analyst,2-3,5.6
ZS Associates,Financial Analyst,2-3,5.7
Accenture,Business Analyst,1-2,5.7
Cognizant,Marketing Analyst,2-3,5.8
TCS,Marketing Analyst,0-1,3.6
EY,Business Analyst,3-5,8.6
TCS,Financial Analyst,1-2,6
McKinsey,Marketing Analyst,3-5,8
EY,Operations Analyst,0-1,4.4
KPMG,Operations Analyst,3-5,7.6
IBM,Financial Analyst,1-2,6.6
Genpact,Business Analyst,2-3,7.1
McKinsey,Data Analyst,1-2,5.8
Wipro,Data Analyst,1-2,5.6
KPMG,Data Analyst,7+,12.4
Genpact,Financial Analyst,1-2,5
Wipro,Data Analyst,2-3,6.1
KPMG,Financial Analyst,3-5,7.7
PwC,Marketing Analyst,2-3,6.2
TCS,Marketing Analyst,2-3,5.5
KPMG,Financial Analyst,5-7,10.5
TCS,Operations Analyst,2-3,5.6
Accenture,Business Analyst,3-5,9.1
Deloitte,Business Analyst,7+,11.9
Deloitte,Operations Analyst,3-5,8
Genpact,Operations Analyst,7+,10.7
McKinsey,Data Analyst,7+,12.7
Deloitte,Operations Analyst,1-2,4.2
Genpact,Business Analyst,0-1,4.8
Infosys,Marketing Analyst,1-2,4.2
TCS,Financial Analyst,1-2,5.4
ZS Associates,Marketing Analyst,2-3,6.1
EY,Operations Analyst,5-7,9.2
Deloitte,Business Analyst,5-7,11.3
ZS Associates,Data Analyst,5-7,11.2
Genpact,Operations Analyst,7+,10.6
Wipro,Operations Analyst,7+,10.9
Accenture,Data Analyst,7+,11.3
TCS,Financial Analyst,1-2,5.9
McKinsey,Data Analyst,2-3,6.3
Deloitte,Marketing Analyst,5-7,10.3
Accenture,Data Analyst,2-3,7
Genpact,Operations Analyst,0-1,3.6
TCS,Marketing Analyst,0-1,4
McKinsey,Operations Analyst,3-5,6.6
Accenture,Marketing Analyst,7+,11.1
ZS Associates,Business Analyst,0-1,5.1
Accenture,Operations Analyst,5-7,8.9
Wipro,Financial Analyst,2-3,6.5
TCS,Operations Analyst,1-2,6.3
KPMG,Operations Analyst,7+,10.4
TCS,Business Analyst,7+,12.6
Capgemini,Data Analyst,3-5,7.9
ZS Associates,Marketing Analyst,7+,9.9
IBM,Business Analyst,5-7,10.5
McKinsey,Data Analyst,7+,12.4
Cognizant,Marketing Analyst,1-2,5.1
Accenture,Operations Analyst,2-3,5.7
KPMG,Marketing Analyst,2-3,5.4
Deloitte,Data Analyst,5-7,9.5
TCS,Data Analyst,3-5,7.1
Accenture,Data Analyst,0-1,4.8
EY,Marketing Analyst,2-3,6.3
KPMG,Operations Analyst,0-1,3.7
McKinsey,Business Analyst,5-7,10.4
Accenture,Marketing Analyst,3-5,6.7
PwC,Data Analyst,5-7,9.3
Deloitte,Marketing Analyst,0-1,3.8
Wipro,Business Analyst,3-5,9.5
Infosys,Marketing Analyst,5-7,8.7
EY,Financial Analyst,5-7,10.5
TCS,Operations Analyst,5-7,9
McKinsey,Financial Analyst,1-2,5.2
Deloitte,Financial Analyst,2-3,5.9
TCS,Business Analyst,0-1,5.1
Wipro,Financial Analyst,3-5,7.9
EY,Financial Analyst,5-7,10.2
Deloitte,Operations Analyst,3-5,6.9
Cognizant,Marketing Analyst,2-3,6.7
PwC,Marketing Analyst,5-7,9.1
Deloitte,Marketing Analyst,5-7,8.9
Wipro,Business Analyst,1-2,7
KPMG,Operations Analyst,1-2,4.7
Wipro,Marketing Analyst,2-3,5.6
Accenture,Data Analyst,7+,11.8
KPMG,Marketing Analyst,3-5,7.6
Deloitte,Operations Analyst,7+,10
IBM,Data Analyst,2-3,6.5
ZS Associates,Operations Analyst,3-5,6.7
PwC,Marketing Analyst,1-2,4.4
IBM,Marketing Analyst,5-7,9.2
EY,Business Analyst,1-2,6.7
Genpact,Operations Analyst,7+,10.2
Infosys,Financial Analyst,0-1,5.4
Infosys,Data Analyst,7+,12.1
TCS,Financial Analyst,1-2,7
Infosys,Financial Analyst,1-2,5.3
Wipro,Financial Analyst,1-2,5.8
Deloitte,Operations Analyst,2-3,5.5
Accenture,Business Analyst,2-3,6.9
Infosys,Financial Analyst,7+,11.9
EY,Business Analyst,3-5,8.2
Wipro,Financial Analyst,2-3,7.3
Deloitte,Business Analyst,7+,13.5
IBM,Business Analyst,0-1,4.8
Cognizant,Marketing Analyst,1-2,4.5
Deloitte,Marketing Analyst,2-3,5.6
ZS Associates,Business Analyst,0-1,5.8
HCL,Operations Analyst,2-3,5.8
Capgemini,Operations Analyst,1-2,5
TCS,Data Analyst,0-1,5.3
Capgemini,Financial Analyst,7+,12.9
Wipro,Business Analyst,7+,12.9
Wipro,Marketing Analyst,3-5,6.7
EY,Data Analyst,2-3,7
Deloitte,Data Analyst,3-5,8.5
Deloitte,Business Analyst,3-5,8.6
EY,Data Analyst,5-7,8.6
HCL,Financial Analyst,7+,13
IBM,Business Analyst,2-3,6.5
HCL,Business Analyst,0-1,5.4
TCS,Operations Analyst,0-1,3.7
ZS Associates,Operations Analyst,5-7,8.8
IBM,Financial Analyst,1-2,6.5
IBM,Financial Analyst,0-1,5.7
ZS Associates,Operations Analyst,5-7,7.8
Genpact,Financial Analyst,3-5,8.7
HCL,Business Analyst,2-3,7.2
ZS Associates,Data Analyst,1-2,6
IBM,Financial Analyst,3-5,8.2
Wipro,Operations Analyst,2-3,5.5
Infosys,Marketing Analyst,1-2,5.8
PwC,Data Analyst,2-3,6.8
PwC,Operations Analyst,3-5,7.1
Wipro,Financial Analyst,1-2,6
Cognizant,Data Analyst,1-2,5.6
Infosys,Financial Analyst,5-7,10.5
KPMG,Business Analyst,3-5,9.1
EY,Marketing Analyst,0-1,3.6
McKinsey,Operations Analyst,3-5,6.5
Accenture,Business Analyst,1-2,5.8
PwC,Business Analyst,1-2,5.7
EY,Business Analyst,1-2,6.4
EY,Data Analyst,7+,12.1
Capgemini,Business Analyst,3-5,8.2
Infosys,Business Analyst,3-5,8.7
Accenture,Business Analyst,3-5,8.4
Wipro,Operations Analyst,1-2,4.7
Genpact,Data Analyst,3-5,7.8
Wipro,Marketing Analyst,3-5,7
Cognizant,Financial Analyst,3-5,9.5
Deloitte,Operations Analyst,2-3,5.5
Deloitte,Business Analyst,2-3,6.9
KPMG,Marketing Analyst,3-5,8.5
KPMG,Marketing Analyst,3-5,7.7
EY,Financial Analyst,2-3,6.3
KPMG,Operations Analyst,7+,10.4
McKinsey,Financial Analyst,7+,12.4
Accenture,Business Analyst,2-3,7.3
IBM,Operations Analyst,2-3,5.8
Cognizant,Data Analyst,0-1,3.2
Cognizant,Data Analyst,5-7,11.5
Wipro,Business Analyst,5-7,10.8
Genpact,Business Analyst,5-7,10.7
Accenture,Financial Analyst,0-1,4.7
Accenture,Financial Analyst,2-3,7.3
Deloitte,Operations Analyst,1-2,4.1
Wipro,Operations Analyst,3-5,7.4
Wipro,Marketing Analyst,5-7,9
HCL,Marketing Analyst,1-2,5.5
ZS Associates,Financial Analyst,3-5,7.9
IBM,Marketing Analyst,5-7,8.8
TCS,Operations Analyst,7+,10
Cognizant,Data Analyst,0-1,5.4
KPMG,Marketing Analyst,7+,10.3
Capgemini,Business Analyst,1-2,5.1
ZS Associates,Data Analyst,0-1,3.8
EY,Marketing Analyst,3-5,7.6
Genpact,Business Analyst,3-5,8.8
EY,Operations Analyst,5-7,8.1
Accenture,Marketing Analyst,5-7,9.3
IBM,Financial Analyst,7+,12.6
Infosys,Operations Analyst,0-1,4.8
Infosys,Marketing Analyst,0-1,4.5
McKinsey,Business Analyst,2-3,7.3
PwC,Business Analyst,2-3,6.6
Deloitte,Business Analyst,0-1,5
Cognizant,Business Analyst,0-1,5.5
HCL,Business Analyst,7+,12.8
Accenture,Business Analyst,2-3,7.1
Accenture,Financial Analyst,7+,12.9
Accenture,Marketing Analyst,1-2,4.8
ZS Associates,Financial Analyst,2-3,6.5
HCL,Financial Analyst,0-1,5
HCL,Operations Analyst,5-7,8.5
ZS Associates,Marketing Analyst,0-1,4.4
IBM,Data Analyst,2-3,5.9
HCL,Financial Analyst,3-5,8.3
Infosys,Operations Analyst,1-2,5.6
Capgemini,Marketing Analyst,7+,10.9
Wipro,Business Analyst,2-3,6
Deloitte,Operations Analyst,1-2,4.7
Infosys,Business Analyst,0-1,4.9
KPMG,Financial Analyst,0-1,4.8
Capgemini,Data Analyst,1-2,5.8
Deloitte,Financial Analyst,1-2,6.5
Cognizant,Data Analyst,1-2,6.2
Wipro,Marketing Analyst,5-7,9.4
Accenture,Marketing Analyst,5-7,9.3
Accenture,Data Analyst,1-2,5.3
Deloitte,Operations Analyst,2-3,6.1
EY,Financial Analyst,1-2,5.7
Genpact,Data Analyst,5-7,9.4
IBM,Financial Analyst,7+,13.1
EY,Operations Analyst,1-2,4.4
KPMG,Business Analyst,3-5,9.2
HCL,Business Analyst,5-7,11.5
EY,Financial Analyst,2-3,6.1
PwC,Data Analyst,0-1,4.2
TCS,Business Analyst,5-7,10.6
Cognizant,Business Analyst,5-7,10.1
Cognizant,Marketing Analyst,2-3,5.5
Infosys,Marketing Analyst,1-2,4.6
ZS Associates,Operations Analyst,3-5,7.7
Wipro,Financial Analyst,0-1,5.2
TCS,Business Analyst,1-2,6.5
Wipro,Operations Analyst,1-2,4.7
ZS Associates,Operations Analyst,2-3,5.5
Deloitte,Financial Analyst,3-5,8
Capgemini,Business Analyst,7+,13.4
Genpact,Business Analyst,0-1,5.2
Cognizant,Financial Analyst,2-3,7
Cognizant,Operations Analyst,5-7,8.5
PwC,Operations Analyst,7+,9.9
Deloitte,Operations Analyst,1-2,4.7
McKinsey,Financial Analyst,5-7,10.4
McKinsey,Financial Analyst,3-5,8.5
ZS Associates,Data Analyst,3-5,8.6
Accenture,Operations Analyst,7+,9.6
Capgemini,Financial Analyst,2-3,7.2
EY,Marketing Analyst,1-2,5.4
IBM,Marketing Analyst,1-2,4.9
TCS,Financial Analyst,5-7,10.4
KPMG,Data Analyst,1-2,4.8
EY,Marketing Analyst,2-3,6.2
Wipro,Business Analyst,1-2,5.3
HCL,Financial Analyst,3-5,8.4
ZS Associates,Operations Analyst,7+,10.7
Accenture,Financial Analyst,5-7,10.6
Cognizant,Operations Analyst,3-5,7.6
Genpact,Business Analyst,2-3,7.4
Deloitte,Operations Analyst,0-1,3.8
TCS,Marketing Analyst,1-2,4.9
ZS Associates,Operations Analyst,3-5,6.4
Infosys,Operations Analyst,2-3,6.1
Cognizant,Operations Analyst,2-3,5
Deloitte,Business Analyst,0-1,5.1
Genpact,Marketing Analyst,1-2,4.6
Cognizant,Marketing Analyst,3-5,7.5
McKinsey,Business Analyst,7+,12.7
Accenture,Financial Analyst,0-1,5.1
Infosys,Marketing Analyst,5-7,9.5
Infosys,Marketing Analyst,7+,11.2
Capgemini,Financial Analyst,2-3,6.6
Capgemini,Operations Analyst,3-5,5.5
KPMG,Financial Analyst,0-1,5
Wipro,Marketing Analyst,3-5,7.5
IBM,Operations Analyst,7+,10.4
Cognizant,Data Analyst,2-3,6.4
McKinsey,Marketing Analyst,5-7,9.1
Cognizant,Business Analyst,1-2,5.9
TCS,Operations Analyst,5-7,9.4
McKinsey,Marketing Analyst,3-5,7.2
Wipro,Business Analyst,5-7,10.4
Deloitte,Operations Analyst,5-7,8.3
Genpact,Marketing Analyst,2-3,5.9
Accenture,Data Analyst,7+,11.9
Wipro,Operations Analyst,5-7,9.5
Genpact,Data Analyst,5-7,10
Capgemini,Financial Analyst,3-5,8.1
Cognizant,Financial Analyst,3-5,7.8
Accenture,Operations Analyst,5-7,8.6
HCL,Business Analyst,7+,13.3
Capgemini,Data Analyst,7+,11.4
PwC,Business Analyst,1-2,6.3
Wipro,Data Analyst,0-1,4.7
Genpact,Data Analyst,2-3,6.9
Cognizant,Business Analyst,3-5,7.6
IBM,Marketing Analyst,3-5,6.7
Deloitte,Financial Analyst,0-1,4.4
Deloitte,Financial Analyst,2-3,7.4
Capgemini,Data Analyst,3-5,8
Capgemini,Operations Analyst,2-3,5.5
Infosys,Operations Analyst,2-3,6.4
HCL,Marketing Analyst,5-7,8.5
Infosys,Business Analyst,1-2,6.8
Capgemini,Data Analyst,5-7,9.6
HCL,Business Analyst,5-7,11
Accenture,Business Analyst,2-3,7
Accenture,Data Analyst,0-1,4.9
Deloitte,Marketing Analyst,3-5,8
EY,Marketing Analyst,1-2,5.3
TCS,Financial Analyst,0-1,4.6
IBM,Data Analyst,7+,11.6
Genpact,Business Analyst,1-2,6.2
Wipro,Financial Analyst,7+,13.1
Cognizant,Data Analyst,5-7,9.9
KPMG,Operations Analyst,7+,9.9
KPMG,Business Analyst,7+,13.2
ZS Associates,Marketing Analyst,2-3,6.7
Infosys,Financial Analyst,0-1,5.5
HCL,Business Analyst,7+,13.1
KPMG,Business Analyst,1-2,6.3
Infosys,Operations Analyst,0-1,3
Deloitte,Operations Analyst,1-2,5.1
PwC,Operations Analyst,3-5,7.4
Infosys,Data Analyst,0-1,4.9
McKinsey,Business Analyst,2-3,6.9
TCS,Marketing Analyst,3-5,6.5
Accenture,Operations Analyst,5-7,8.3
IBM,Financial Analyst,2-3,7.1
Wipro,Data Analyst,2-3,6.5
Deloitte,Operations Analyst,5-7,9.3
Genpact,Financial Analyst,7+,13.6
McKinsey,Financial Analyst,1-2,6.8
PwC,Financial Analyst,7+,12.1
ZS Associates,Data Analyst,3-5,8.2
McKinsey,Operations Analyst,5-7,8.8
PwC,Business Analyst,5-7,11.4
Genpact,Data Analyst,3-5,7.8
McKinsey,Data Analyst,5-7,10.4
IBM,Financial Analyst,0-1,4.5
Cognizant,Data Analyst,3-5,8
HCL,Financial Analyst,3-5,9.1
IBM,Business Analyst,2-3,6.9
HCL,Business Analyst,2-3,7
McKinsey,Operations Analyst,3-5,7
Infosys,Financial Analyst,2-3,7.6
EY,Business Analyst,1-2,6.1
KPMG,Financial Analyst,1-2,6.3
Infosys,Business Analyst,3-5,9
PwC,Operations Analyst,3-5,7.4
PwC,Operations Analyst,7+,10.8
Deloitte,Business Analyst,0-1,5.2
Genpact,Operations Analyst,3-5,6.6
ZS Associates,Business Analyst,1-2,6.7
Cognizant,Business Analyst,3-5,7.7
EY,Marketing Analyst,3-5,7.8
Deloitte,Data Analyst,5-7,10
Accenture,Financial Analyst,0-1,4.9
KPMG,Financial Analyst,3-5,8.3
Genpact,Business Analyst,7+,12.5
Accenture,Business Analyst,1-2,6.1
Infosys,Operations Analyst,2-3,6.3
IBM,Financial Analyst,5-7,10
McKinsey,Financial Analyst,2-3,6.8
HCL,Operations Analyst,3-5,6.8
Genpact,Financial Analyst,3-5,7.2
McKinsey,Operations Analyst,7+,10.2
KPMG,Marketing Analyst,2-3,6.2
Wipro,Operations Analyst,0-1,3.5
Genpact,Business Analyst,0-1,5.2
Accenture,Data Analyst,1-2,5.4
KPMG,Marketing Analyst,5-7,8.5
Accenture,Data Analyst,2-3,6.2
PwC,Financial Analyst,5-7,10.3
Capgemini,Operations Analyst,7+,11.1
ZS Associates,Financial Analyst,0-1,4.5
ZS Associates,Marketing Analyst,7+,10.4
HCL,Operations Analyst,0-1,4.6
ZS Associates,Business Analyst,1-2,5.6
Infosys,Marketing Analyst,1-2,4.1
McKinsey,Financial Analyst,7+,11.5
HCL,Business Analyst,2-3,6.5
McKinsey,Business Analyst,0-1,4.4
Deloitte,Data Analyst,3-5,7.8
IBM,Business Analyst,2-3,7.4
Cognizant,Financial Analyst,3-5,8.2
ZS Associates,Operations Analyst,7+,10.5
HCL,Business Analyst,3-5,9.1
TCS,Marketing Analyst,7+,10.5
TCS,Operations Analyst,1-2,5.3
PwC,Data Analyst,7+,11.9
ZS Associates,Business Analyst,2-3,8
Infosys,Data Analyst,2-3,6.5
Cognizant,Data Analyst,5-7,10.1
Infosys,Marketing Analyst,3-5,7.3
HCL,Business Analyst,7+,13.1
ZS Associates,Data Analyst,1-2,5.6
Cognizant,Marketing Analyst,0-1,3.7
PwC,Data Analyst,7+,11.6
PwC,Business Analyst,5-7,11.1
EY,Data Analyst,3-5,9.2
PwC,Financial Analyst,0-1,5.2
KPMG,Financial Analyst,1-2,5.1
KPMG,Financial Analyst,5-7,10.1
Wipro,Marketing Analyst,5-7,8.9
HCL,Operations Analyst,5-7,9.7
IBM,Data Analyst,0-1,4.5
KPMG,Data Analyst,1-2,5
Wipro,Operations Analyst,7+,10.2
Capgemini,Marketing Analyst,3-5,7.8
Accenture,Business Analyst,3-5,7.4
IBM,Business Analyst,5-7,10.5
Cognizant,Operations Analyst,2-3,5.8
Infosys,Marketing Analyst,2-3,5.6
McKinsey,Business Analyst,7+,13.1
IBM,Operations Analyst,1-2,4.2
Accenture,Financial Analyst,5-7,10.2
Wipro,Business Analyst,0-1,5.1
HCL,Financial Analyst,5-7,10.3
Deloitte,Data Analyst,3-5,8.1
Cognizant,Business Analyst,3-5,8.4
Genpact,Data Analyst,7+,12.5
KPMG,Financial Analyst,3-5,7.7
Wipro,Financial Analyst,3-5,8.9
Accenture,Marketing Analyst,0-1,4.5
Cognizant,Data Analyst,7+,11.8
ZS Associates,Operations Analyst,2-3,5.8
Capgemini,Data Analyst,7+,11.7
ZS Associates,Financial Analyst,2-3,7.2
ZS Associates,Financial Analyst,1-2,5.2
Wipro,Marketing Analyst,0-1,5
EY,Operations Analyst,7+,9.8
TCS,Operations Analyst,5-7,8.9
Capgemini,Marketing Analyst,0-1,4.3
KPMG,Operations Analyst,3-5,7
KPMG,Business Analyst,5-7,10.9
KPMG,Data Analyst,5-7,11.5
Infosys,Financial Analyst,7+,12.8
PwC,Marketing Analyst,5-7,9.1
IBM,Marketing Analyst,1-2,5
TCS,Data Analyst,2-3,7
McKinsey,Marketing Analyst,5-7,8.6
Genpact,Operations Analyst,0-1,4.1
Accenture,Marketing Analyst,2-3,5.8
ZS Associates,Business Analyst,0-1,4.9
ZS Associates,Financial Analyst,5-7,10.4
Wipro,Operations Analyst,3-5,6.7
IBM,Marketing Analyst,2-3,5.9
TCS,Marketing Analyst,1-2,5.2
Infosys,Business Analyst,7+,12.9
Capgemini,Data Analyst,2-3,7
ZS Associates,Business Analyst,0-1,4.9
McKinsey,Marketing Analyst,3-5,7.4
Infosys,Data Analyst,1-2,6
EY,Financial Analyst,1-2,6.5
Accenture,Financial Analyst,2-3,7.3
IBM,Marketing Analyst,2-3,5.8
Deloitte,Operations Analyst,7+,10.8
Capgemini,Financial Analyst,5-7,11.3
PwC,Financial Analyst,5-7,10.2
Deloitte,Operations Analyst,2-3,5.7
Cognizant,Business Analyst,3-5,8.5
ZS Associates,Operations Analyst,7+,9.2
HCL,Financial Analyst,0-1,5.1
Infosys,Business Analyst,1-2,6
IBM,Data Analyst,3-5,7.9
Infosys,Business Analyst,5-7,11.9
PwC,Data Analyst,2-3,6.4
Deloitte,Operations Analyst,0-1,3.8
Wipro,Financial Analyst,3-5,7.4
Infosys,Data Analyst,2-3,6.3
McKinsey,Data Analyst,3-5,7.7
Capgemini,Financial Analyst,2-3,6.1
Capgemini,Financial Analyst,1-2,5.5
ZS Associates,Business Analyst,5-7,10.4
Accenture,Operations Analyst,0-1,4.1
ZS Associates,Operations Analyst,7+,10.5
Accenture,Business Analyst,0-1,5
Deloitte,Business Analyst,0-1,5.5
TCS,Marketing Analyst,0-1,4.2
Deloitte,Financial Analyst,2-3,6.5
Infosys,Data Analyst,0-1,4.1
KPMG,Operations Analyst,7+,10.4
IBM,Data Analyst,5-7,10.1
Accenture,Financial Analyst,0-1,5.4
KPMG,Data Analyst,5-7,10.5
McKinsey,Business Analyst,3-5,8
ZS Associates,Marketing Analyst,7+,11.1
KPMG,Operations Analyst,5-7,9.5
TCS,Operations Analyst,0-1,4.4
Genpact,Financial Analyst,0-1,4.5
ZS Associates,Financial Analyst,5-7,9.9
TCS,Business Analyst,5-7,10.8
Genpact,Business Analyst,7+,12.4
Genpact,Financial Analyst,1-2,5.3
ZS Associates,Marketing Analyst,1-2,4.9
Cognizant,Business Analyst,2-3,6.7
McKinsey,Data Analyst,3-5,9
IBM,Financial Analyst,1-2,6.5
KPMG,Financial Analyst,7+,13.7
ZS Associates,Operations Analyst,2-3,6.9
ZS Associates,Data Analyst,1-2,4.2
Deloitte,Financial Analyst,1-2,5.1
Capgemini,Data Analyst,1-2,5.1
IBM,Business Analyst,2-3,6.3
Cognizant,Financial Analyst,0-1,4.4
Capgemini,Operations Analyst,5-7,8.7
ZS Associates,Operations Analyst,5-7,9.6
Genpact,Marketing Analyst,3-5,8.1
HCL,Operations Analyst,1-2,5.1
PwC,Financial Analyst,0-1,5.5
Infosys,Marketing Analyst,2-3,6.2
Wipro,Financial Analyst,3-5,8.8
Infosys,Data Analyst,7+,10.5
ZS Associates,Financial Analyst,7+,12.6
Deloitte,Financial Analyst,5-7,9.7
EY,Data Analyst,7+,11.4
EY,Operations Analyst,5-7,9.6
TCS,Business Analyst,7+,12.4
Deloitte,Marketing Analyst,1-2,5.8
EY,Operations Analyst,2-3,5.3
McKinsey,Business Analyst,5-7,11
TCS,Operations Analyst,3-5,7.3
TCS,Financial Analyst,1-2,5.4
Capgemini,Financial Analyst,1-2,5.7
Genpact,Data Analyst,2-3,6.2
Deloitte,Financial Analyst,7+,12.9
Deloitte,Financial Analyst,3-5,8.2
PwC,Business Analyst,7+,12.8
Wipro,Data Analyst,2-3,6.3
ZS Associates,Marketing Analyst,5-7,9.3
Capgemini,Data Analyst,0-1,4.1
Cognizant,Operations Analyst,3-5,6.9
IBM,Data Analyst,2-3,6.6
Cognizant,Financial Analyst,5-7,11.1
Cognizant,Business Analyst,0-1,5.5
Wipro,Financial Analyst,5-7,11.1
Infosys,Data Analyst,3-5,7.9
Cognizant,Business Analyst,0-1,5.4
PwC,Financial Analyst,3-5,8.8
KPMG,Financial Analyst,5-7,9.9
ZS Associates,Marketing Analyst,0-1,4.5
Genpact,Operations Analyst,7+,10.5
Capgemini,Financial Analyst,5-7,10.8
Deloitte,Data Analyst,2-3,6.4
Wipro,Financial Analyst,2-3,7
Accenture,Data Analyst,7+,11.7
TCS,Operations Analyst,3-5,7.2
Capgemini,Data Analyst,5-7,10
HCL,Operations Analyst,1-2,4.5
IBM,Business Analyst,5-7,10.7
Infosys,Operations Analyst,1-2,4.8
ZS Associates,Marketing Analyst,5-7,9
Accenture,Data Analyst,5-7,10
McKinsey,Financial Analyst,3-5,8.1
McKinsey,Financial Analyst,3-5,7.8
HCL,Marketing Analyst,0-1,4.7
HCL,Marketing Analyst,0-1,3.8
McKinsey,Business Analyst,3-5,8.8
Deloitte,Operations Analyst,3-5,7
McKinsey,Financial Analyst,5-7,10.1
Infosys,Marketing Analyst,3-5,7.5
PwC,Data Analyst,7+,12.2
TCS,Operations Analyst,7+,10.3
HCL,Business Analyst,0-1,5.4
Wipro,Operations Analyst,7+,10.2
TCS,Operations Analyst,5-7,8.1
Cognizant,Business Analyst,7+,13.4
IBM,Operations Analyst,3-5,7.8
TCS,Operations Analyst,0-1,4
Deloitte,Marketing Analyst,1-2,4.4
TCS,Financial Analyst,5-7,11.9
EY,Data Analyst,1-2,5.7
HCL,Marketing Analyst,0-1,3.9
Accenture,Data Analyst,0-1,5
Accenture,Data Analyst,2-3,6.6
Capgemini,Financial Analyst,1-2,6.4
Wipro,Operations Analyst,0-1,3.9
HCL,Marketing Analyst,7+,11
Wipro,Operations Analyst,0-1,4.3
EY,Financial Analyst,1-2,6.5
Genpact,Operations Analyst,1-2,5.7
Wipro,Financial Analyst,0-1,5.3
IBM,Operations Analyst,5-7,8.6
KPMG,Financial Analyst,7+,12.3
Cognizant,Data Analyst,0-1,4.7
TCS,Business Analyst,7+,12.4
Accenture,Financial Analyst,5-7,9.9
Cognizant,Business Analyst,2-3,7.3
Wipro,Data Analyst,1-2,5.7
Infosys,Financial Analyst,3-5,8.8
Deloitte,Operations Analyst,1-2,4.8
ZS Associates,Marketing Analyst,2-3,6.2
IBM,Marketing Analyst,3-5,7.7
Deloitte,Marketing Analyst,3-5,7.7
Accenture,Financial Analyst,2-3,8
EY,Business Analyst,2-3,6.7
TCS,Financial Analyst,5-7,11.1
Infosys,Operations Analyst,7+,10.1
PwC,Data Analyst,1-2,6.6
ZS Associates,Data Analyst,7+,12.3
ZS Associates,Data Analyst,2-3,6.7
IBM,Financial Analyst,7+,13.1
Deloitte,Operations Analyst,1-2,4.9
KPMG,Data Analyst,5-7,10.3
Accenture,Financial Analyst,5-7,10.5
McKinsey,Financial Analyst,2-3,6
PwC,Operations Analyst,7+,10.8
Wipro,Financial Analyst,5-7,10.4
PwC,Business Analyst,0-1,4.2
HCL,Business Analyst,7+,13
McKinsey,Marketing Analyst,0-1,4.5
HCL,Operations Analyst,0-1,4.1
HCL,Data Analyst,0-1,4.2
ZS Associates,Operations Analyst,5-7,8.5
EY,Business Analyst,5-7,11.1
EY,Data Analyst,0-1,4.7
Capgemini,Marketing Analyst,0-1,4.5
TCS,Data Analyst,2-3,6.7
Cognizant,Marketing Analyst,2-3,6.2
HCL,Business Analyst,7+,12.7
Infosys,Business Analyst,1-2,6.3
ZS Associates,Operations Analyst,1-2,4.3
IBM,Operations Analyst,7+,11
Cognizant,Marketing Analyst,5-7,9.2
Genpact,Data Analyst,2-3,6.6
Genpact,Operations Analyst,2-3,6
ZS Associates,Financial Analyst,7+,12.4
TCS,Operations Analyst,5-7,9.8
Deloitte,Business Analyst,1-2,5.2
